פרטי ניירות ערך - מניות,,,,,,,,,,,,,,,,,,,,,,
נכון ל- 19/05/2024,,,,,,,,,,,,,,,,,,,,,,
מס' ני''ע,ISIN,שם (עברית),שם (אנגלית),סימול (עברית),סימול (אנגלית),"סוג ני""ע (עברית)","סוג ני""ע (אנגלית)",ענף על חברה (עברית),ענף על חברה (אנגלית),ענף חברה (עברית),ענף חברה (אנגלית),תת ענף חברה (עברית),תת ענף חברה (אנגלית),נכלל במדדים (עברית),נכלל במדדים (אנגלית),מספר תאגיד,מספר מנפיק,שם חברה מנפיקה (עברית),שם חברה מנפיקה (אנגלית),מקום התאגדות (עברית),מקום התאגדות (אנגלית),Email
1134139,SG9999012629,קנון,KENON,קנון,KEN,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-דואליות","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Dual listing",,1635,קנון הולדינגס,KENON HOLDINGS,סינגפור,Singapore,mgr@castro.co.il
1096007,IL0010960073,קנזון,CANZON,קנזנ,CNZN,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,512819178,1304,קנזון,CANZON,ישראל,Israel,ori@capitalpoint.co.il
280016,IL0002800162,קסטרו,CASTRO,קסטרו,CAST,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-רשתות שיווק","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Retail",520037649,280,קסטרו,CASTRO,ישראל,Israel,ran@kardan.nl
1097146,IL0010971468,קפיטל פוינט,CAPITAL POINT,קפטל,CPTP,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,512950320,1325,קפיטל פוינט,CAPITAL POINT,ישראל,Israel,naama@kardanre.co.il
1087949,NL0000113652,קרדן אן.וי-ש,KARDAN N.V-M,קרנו-ש,KRNV-M,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,,1154,קרדן אן.וי-ש,KARDAN N.V-M,הולנד,Holland,ayelet@kardanre.co.il
1210152,IL0012101528,קרדן ישראל,KARDEN ISRAEL,קרדי,KRDI,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",520033457,121,קרדן ישראל,KARDAN ISRAEL,ישראל,Israel,lior@jafora-tabori.co.il
1118447,IL0011184475,קרדן נדלן,KARDAN REAL ES,קרנז,KARE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Construction",520041005,1083,קרדן נדל''ן,KARDAN REAL EST,ישראל,Israel,ykorendahan@cimgroup.com
621011,IL0006210111,קרור,KERUR,קרור,KRUR,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מזון,Food,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Industrials",520001546,621,קרור,KERUR,ישראל,Israel,nirfa@carasso.co.il
1142306,US1255255846,קריאטיב מדיה,CREATIVE MEDIA,סמסט,CMCT,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,ת''א-מניב חו''ל,TA-Investment Properties Abroad,,1701,קריאטיב מדיה,CREATIVE MEDIA,ארה''ב,USA,reuvenke@carasso.co.il
1123850,IL0011238503,קרסו מוטורס,CARASSO MOTORS,קרסמ,CRSM,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free",514065283,1585,קרסו מוטורס,CARASSO MOTORS,ישראל,Israel,amit@aviation-links.co.il
1187962,IL0011879629,קרסו נדלן,CARASSO REAL ES,קרסנ,CRSR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-בנייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-Construction ,TA-125 Fossil Free",510488190,2384,קרסו נדל''ן,CARASS0 REAL ES,ישראל,Israel,eli@ralco.co.il
413013,IL0004130139,קשרי תעופה,AVIATION LINKS,קשרתע,AVIA,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מלונאות ותיירות,Hotels & Tourism,,,520039009,413,קשרי תעופה,AVIATION LINKS,ישראל,Israel,riki_h@rav-bariach.com
393017,IL0003930174,ראלקו,RALCO,רלקו,RLCO,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",520038183,393,ראלקו,RALCO,ישראל,Israel,eyal@ravad.co.il
1179993,IL0011799934,רב בריח,RAV BARIACH,בריח,BRIH,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",514160530,1949,רב-בריח(08),RAV BARIACH(08),ישראל,Israel,hagarg@bsre.co.il
526012,IL0005260125,רבד,RAVAD,רבד,RAVD,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-מניב חו''ל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Investment Properties Abroad",520040148,526,רבד,RAVAD,ישראל,Israel,raval@raval.co.il
1098565,IL0010985658,רבוע נדלן,BLUE SQ REAL ES,רבנד,BLSR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",513765859,1349,רבוע כחול נדל''ן,BLUE SQUARE RE.,ישראל,Israel,info@robo-group.com
1103878,IL0011038788,רבל,RAVAL,רבל,RVL,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials",513506329,1436,רבל,RAVAL,ישראל,Israel,lior@rotshtein.co.il
266015,IL0002660152,רובוגרופ,ROBOGROUP,רבגפ,ROBO,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,,,520034984,266,רובוגרופ,ROBOGROUP,ישראל,Israel,izzie@northwood-explo.com
539015,IL0005390153,רוטשטיין,ROTSHTEIN,רשטן,ROTS,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Construction",520039959,539,רוטשטיין,ROTSHTEIN,ישראל,Israel,info@rotemshani.com
1147750,IL0011477507,רותם אנרגיה יהש,ROTEM EN REM PU,רתאנ,RTEN,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550272090,1693,ראמ-רותם אנרגיה,REM-ROTEM ENERG,ישראל,Israel,reit1@reit1.co.il
1171529,IL0011715294,רותם שני,ROTEM SHANI,רתשנ,RTSN,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",512287517,1797,רותם שני,ROTEM SHANI,ישראל,Israel,lilach@azorim.co.il
1098920,IL0010989205,ריט 1,REIT 1,ריט1,RIT1,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",513821488,1357,ריט 1,REIT 1,ישראל,Israel,ofir@quik.co.il
1162775,IL0011627754,ריט אזורים ליוי,REIT AZORIM LIV,אזרט,AZRT,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-מניב ישראל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Investment Properties in Israel",516117181,1794,ריט אזורים ליוי,REIT AZORIM LIV,ישראל,Israel,avior@fox.co.il
1173723,IL0011737231,ריטייל מיינדס-ס,RETAILMINDS -L,רטמד-ס,RTMD-L,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,,,515678845,1847,ריטייל-מיינדס,RETAILMINDS TEC,ישראל,Israel,galit@ray-tlv.com
1175488,IL0011754889,ריטיילורס,RETAILORS,רטלס,RTLS,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי ,ת''א-רשתות שיווק","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free ,TA-Retail",514211457,1908,ריטיילורס,RETAILORS,ישראל,Israel,office@razor-labs.com
673012,IL0006730126,ריי טי אל וי-ש,RAY TLV GROUP-M,רטאל-ש,RAYG-M,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520040973,673,ריי טי אל וי-ש,RAY TLV GROUP-M,ישראל,Israel,info@rimonltd.co.il
1172527,IL0011725277,רייזור,RAZOR LABS,רזר,RZR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite",515369296,1849,רייזור,RAZOR,ישראל,Israel,snirh@rimoni-ind.com
1178722,IL0011787228,רימון,RIMON,רמון,RMON,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Construction",512467994,1928,רימון,RIMON CONSULT,ישראל,Israel,noam@ram-on.co.il
1080456,IL0010804560,רימוני,RIMONI,רמני,RIMO,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה ,ת''א-פמילי","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Industrials ,TA-Family",520041823,76,רימוני,RIMONI,ישראל,Israel,inbal@rami-levy.co.il
1090943,IL0010909435,רם און,RAM ON,רמאן,RMN,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",512776964,1209,רם און,RAM ON,ישראל,Israel,avner@zimurban.co.il
1104249,IL0011042491,רמי לוי,RAMI LEVI,רמלי,RMLI,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי ,ת''א-רשתות שיווק","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free ,TA-Retail",513770669,1445,רמי לוי,RAMI LEVI,ישראל,Israel,info@rapac.co.il
1143619,IL0011436198,רני צים,RANI ZIM,רנצם,RANI,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel",514353671,1588,רני צים,RANI ZIM,ישראל,Israel,info@ratioenergies.com
769026,IL0007690261,רפק,RAPAC,רפק,RPAC,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון","TA-Growth ,TA-AllShare ,TA-Rimon",520029505,769,רפק,RAPAC,ישראל,Israel,info@ratiopetroleum.com
394015,IL0003940157,רציו      יהש,RATIO      PU,רצו,RATI,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,מדד ת''א-נפט וגז ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA Oil & Gas Index ,TA-Rimon ,TA-SME150 ,TA Sector-Balance",550012777,394,רציו יהש,RATIO,ישראל,Israel,merav@rekah.co.il
1139864,IL0011398646,רציו פטרול  יהש,RATIO PETROL PU,רצפט,RTPT,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550268411,1672,רציו פטרוליום,RATIO PETROLEUM,ישראל,Israel,mail@shagrir.co.il
1081009,IL0010810096,רקח,REKAH,רקח,REKA,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,פארמה,Pharma,"מדד ת''א-ביומד ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א-תעשייה","TA-Biomed Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Industrials",520042003,1033,רקח,REKAH,ישראל,Israel,imri_k@shikunbinui.com
1138379,IL0011383796,שגריר,SHAGRIR,שגרר,SHGR,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",515158665,1664,שגריר רכב,SHAGRIR VEHICLE,ישראל,Israel,elin@shohambiz.com
1188242,IL0011882425,שוב אנרגיה,SHIKN&BINUI ENE,שובא,SBEN,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תשתיות אנרגיה","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Energy Utilities",510459928,1930,שוב אנרגיה,S&B ENERGY,ישראל,Israel,hilac@shufersal.co.il
1082007,IL0010820079,שוהם ביזנס,SHOHAM BUSINESS,שוהם,SHOM,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus",520043860,1071,שוהם ביזנס,SHOHAM BUSINESS,ישראל,Israel,doron@suretech.vc
777037,IL0007770378,שופרסל,SHUFERSAL,שפרסל,SAE,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-רשתות שיווק","TA-35 ,TA-125 ,TA-Maala Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Retail",520022732,777,שופרסל,SHUFERSAL,ישראל,Israel,yael.nevo@strauss-group.com
1175090,IL0011750903,שור-טק יהש,SURE TECH PU,שרטק,STEC,יחידת השתתפות,Participating unit,הייטק,High-Tech,טכנולוגיה,Technology,השקעות בהייטק,Investments In High-Tech,,,540300563,1889,שור-טק השקעות,SURE-TECH,ישראל,Israel,cfo@seach.co.il
746016,IL0007460160,שטראוס,STRAUSS GROUP,שטרס,STRS,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מזון,Food,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-פמילי ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-Family ,TA-125 Fossil Free",520003781,746,שטראוס גרופ,STRAUSS GROUP,ישראל,Israel,hilat@shikunbinui.com
249011,IL0002490113,שיח מדיקל,SEACH MEDICAL,שיח,SEMG,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,קנאביס,Cannabis,"מדד ת''א-ביומד ,מדד ת''א-מעלה ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share","TA-Biomed Index ,TA-Maala Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare",520036567,249,שיח מדיקל,SEACH MEDICAL,ישראל,Israel,rin@shva.co.il
1081942,IL0010819428,שיכון ובינוי,SHIKUN & BINUI,שוב,SKBN,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-בנייה","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Construction",520036104,1068,שיכון ובינוי,SHIKUN & BINUI,ישראל,Israel,mail@3dm-tech.co.il
1158161,IL0011581613,שירותי בנק אוטו,AUTO BANK SERV,שבא,SHVA,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150",510792773,1774,שירותי בנק אוטו,AUTO BANK SERV,ישראל,Israel,info@shamaym.com
1177518,IL0011775181,שלוש 3 דיאם,DM3,דאם3,DM3,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,,,515512580,1924,שלוש 3 דיאם,3DM DIGITAL,ישראל,Israel,lishka@shemen.co.il
1176239,IL0011762395,שמיים,SHAMAYM,שמים,SHMM,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,515181014,1922,שמיים אימפרוב,SHAMAYM IMPROVE,ישראל,Israel,shmuel.m@shaniv.com
